what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1354191931109
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1354191931109
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1354191931109
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1354191931109
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1354191931109
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1354191931109
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1354191931109
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1354191931109
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1354191931109
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1354191931125
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1354191931125
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1354191931125
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1354191931125
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1354191931125
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1354191931125
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1354191931125
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1354191931125
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1354191931125
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1354191931125
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1354191931125
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1354191931125
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1354191931125
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1354191931125
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1354191931125
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1354191931140
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1354191931140
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1354191931140
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1354191931140
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1354191931140
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1354191931140
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354191931140
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1354191931140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354191931140
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1354191931140
os,sysinfo,,,"win32",1354191931140
arch,sysinfo,,,"x86",1354191931140
ws,sysinfo,,,"win32",1354191931140
locale,sysinfo,,,"fr_BE",1354191931140
processors,sysinfo,,,"8",1354191931140
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354191931140
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1354191931140
java.specification.name,sysinfo,,,"Java Platform API Specification",1354191931140
java.specification.vendor,sysinfo,,,"Oracle Corporation",1354191931140
java.specification.version,sysinfo,,,"1.7",1354191931140
java.vendor,sysinfo,,,"Oracle Corporation",1354191931140
java.version,sysinfo,,,"1.7.0_09",1354191931140
java.vm.info,sysinfo,,,"mixed mode, sharing",1354191931140
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354191931140
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354191931140
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1354191931140
java.vm.specification.version,sysinfo,,,"1.7",1354191931140
java.vm.vendor,sysinfo,,,"Oracle Corporation",1354191931140
java.vm.version,sysinfo,,,"23.5-b02",1354191931140
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1354191931156
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1354191931296
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1354191931312
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1354191931327
